,,Global Accuracy,Global Macro F1,F1-W,F1-N1,F1-N2,F1-N3,F1-REM,Global Macro Recall,Global Macro Precision,Global Kappa,Global Micro F1,Global Micro Precision,Global Micro Recall,F1-mean,Precision-W,Precision-N1,Precision-N2,Precision-N3,Precision-REM,Precision-mean,Recall/Sens.-W,Recall/Sens.-N1,Recall/Sens.-N2,Recall/Sens.-N3,Recall/Sens.-REM,Recall/Sens.-mean,True W-Pred W,True W-Pred N1,True W-Pred N2,True W-Pred N3,True W-Pred REM,True N1-Pred W,True N1-Pred N1,True N1-Pred N2,True N1-Pred N3,True N1-Pred REM,True N2-Pred W,True N2-Pred N1,True N2-Pred N2,True N2-Pred N3,True N2-Pred REM,True N3-Pred W,True N3-Pred N1,True N3-Pred N2,True N3-Pred N3,True N3-Pred REM,True REM-Pred W,True REM-Pred N1,True REM-Pred N2,True REM-Pred N3,True REM-Pred REM
USLEEP_NSRR2022,abc,0.857,0.832,0.9012259840965272,0.6566175222396851,0.8835523128509521,0.7863733768463135,0.9327267408370972,0.816,0.856,0.802,0.857,0.857,0.857,0.8320991396903992,0.8961347937583923,0.7390007376670837,0.8476507067680359,0.8828685283660889,0.9151785969734192,0.856166660785675,0.906375288963318,0.5907600522041321,0.9226294755935668,0.7088931798934937,0.9509608745574952,0.8159238696098328,0.906375300721732,0.0543303929430633,0.0268644747393745,0.0012028869286287,0.0112269446672012,0.1254843517138599,0.5907600596125187,0.2506706408345752,0.0,0.0330849478390462,0.0083406496927129,0.0426909569798068,0.9226294995610184,0.0154741000877963,0.0108647936786654,0.0044785668586052,0.000639795265515,0.2859884836852207,0.708893154190659,0.0,0.0066269052352551,0.0129224652087475,0.0294897282968853,0.0,0.950960901259112
USLEEP_NSRR2022,apoe,0.747,0.683,0.8740686178207397,0.3831547498703003,0.7758567929267883,0.50807785987854,0.8760866522789001,0.742,0.708,0.642,0.747,0.747,0.747,0.6834489107131958,0.9343030452728271,0.6146649122238159,0.8088718056678772,0.3482007980346679,0.8317247033119202,0.7075530290603638,0.8211304545402527,0.2783251106739044,0.7454311847686768,0.9394093751907348,0.9254474639892578,0.7419487237930298,0.8211304807184363,0.0551505546751188,0.0963021658742736,0.0049128367670364,0.0225039619651347,0.0739901477832512,0.2783251231527093,0.507487684729064,0.0048275862068965,0.1353694581280788,0.0057436254460012,0.0135105734922983,0.7454312070315899,0.2221303628926986,0.0131842311374118,0.0008486082824168,0.0,0.0597420230821452,0.939409368635438,0.0,0.00568093385214,0.008249027237354,0.0599221789883268,0.0007003891050583,0.9254474708171206
USLEEP_NSRR2022,apples,0.777,0.67,0.9018259644508362,0.3961131274700165,0.8015255928039551,0.3504468500614166,0.8986757397651672,0.76,0.693,0.682,0.777,0.777,0.777,0.6697174310684204,0.8946943879127502,0.6717860102653503,0.7932191491127014,0.2181581407785415,0.887829601764679,0.6931374669075012,0.9090722799301147,0.2808599770069122,0.8100078701972961,0.8903381824493408,0.9097900390625,0.7600136995315552,0.9090722748329438,0.0248841880867462,0.0571885376952404,0.0004919444102816,0.0083630549747878,0.1346944664887093,0.2808599668133612,0.5055912271841858,0.0025250703412452,0.0763292691724983,0.0103459934633156,0.0229460160036064,0.8100078891017695,0.1477741462864871,0.0089259551448213,0.0144927536231884,0.0,0.0946859903381642,0.8903381642512077,0.0004830917874396,0.0175985588581722,0.0191921291484791,0.0532806762280884,0.0001385713295919,0.9097900644356682
USLEEP_NSRR2022,ccshs,0.92,0.866,0.9668267965316772,0.6371620297431946,0.917153000831604,0.8784163594245911,0.9303457140922546,0.864,0.869,0.89,0.92,0.92,0.92,0.8659808039665222,0.9629243612289428,0.6286102533340454,0.9057316184043884,0.9131098389625548,0.9346583485603333,0.8690069317817688,0.9707610011100768,0.6459497213363647,0.9288661479949952,0.8462626934051514,0.9260727167129515,0.86358243227005,0.970761001542349,0.011813736750566,0.0122731598464214,0.0021330358021855,0.0030190660584779,0.125,0.645949720670391,0.1173184357541899,0.0,0.1117318435754189,0.0106321038908437,0.0134420170619952,0.9288661620636408,0.0314912791433562,0.015568437840164,0.0048600430636727,6.151953245155337e-05,0.1486927099354044,0.8462626884035681,0.0001230390649031,0.0177425443563608,0.012646281615704,0.0435384421794387,0.0,0.9260727318484964
USLEEP_NSRR2022,cfs,0.903,0.822,0.9635562300682068,0.5188568234443665,0.8936699628829956,0.824942409992218,0.9091498255729676,0.813,0.834,0.861,0.903,0.903,0.903,0.822035014629364,0.9588308930397034,0.5400183796882629,0.878503680229187,0.8918167948722839,0.8984055519104004,0.8335150480270386,0.9683282375335692,0.499291181564331,0.9093691110610962,0.7673977613449097,0.9201542735099792,0.8129080533981323,0.9683282569398014,0.0153282321769061,0.0130748087066339,0.0002971547433325,0.0029715474333259,0.2163311596257442,0.4992911823079104,0.1794726396370853,0.0,0.1049050184292599,0.0189996661844887,0.0199732947590964,0.9093690886836542,0.031072660509625,0.0205852898631356,0.0021437994722955,8.245382585751979e-05,0.2272427440633245,0.7673977572559367,0.0031332453825857,0.0169867060561299,0.0132939438700147,0.0495650746758575,0.0,0.9201542753979975
USLEEP_NSRR2022,chat,0.889,0.852,0.9649713039398192,0.6245216727256775,0.8674705028533936,0.8966226577758789,0.9070362448692322,0.845,0.862,0.853,0.889,0.889,0.889,0.8521245121955872,0.9653682708740234,0.6646019816398621,0.8315572738647461,0.943213701248169,0.903645157814026,0.8616772890090942,0.964574694633484,0.5890007019042969,0.9066258072853088,0.8544178009033203,0.9104528427124025,0.8450143933296204,0.964574716777558,0.0231458884578827,0.0045726616487271,0.0013615228504636,0.0063452102653685,0.0838670326318999,0.5890007115990648,0.2501778997661888,0.0022364542035173,0.074717901799329,0.0053637713437268,0.0262249443207126,0.9066258351893096,0.0380475129918337,0.0237379361544172,0.0018881626724763,0.0012345679012345,0.1422900024207213,0.8544178165093198,0.0001694504962478,0.0066347059327112,0.023927745912165,0.0589846759695231,0.0,0.9104528721856006
USLEEP_NSRR2022,dcsm,0.867,0.772,0.9372733235359192,0.4830423593521118,0.7526845335960388,0.7916176319122314,0.8971788287162781,0.765,0.794,0.774,0.867,0.867,0.867,0.7723593711853027,0.9702292680740356,0.5142063498497009,0.6608695387840271,0.93478125333786,0.8895232677459717,0.793921947479248,0.906482756137848,0.4554399251937866,0.8741274476051331,0.6864816546440125,0.9049673080444336,0.7654998302459717,0.9064827593992816,0.0030086732202681,0.0875027165553231,0.0003782009488892,0.0026276498762379,0.2819772942289498,0.4554399243140965,0.1956953642384106,0.0002838221381267,0.0666035950804162,0.0200306121546179,0.0648959983012908,0.8741274208817362,0.0152883824218991,0.0256575862404558,0.0064394894241125,0.0004812429818731,0.306047620138873,0.6864816554758576,0.0005499919792836,0.0288087814462051,0.0143937128945457,0.0470892239354204,0.0047409558792124,0.9049673258446164
USLEEP_NSRR2022,homepap,0.822,0.774,0.908508598804474,0.4419561922550201,0.8250938057899475,0.7830436825752258,0.9088985323905944,0.775,0.786,0.757,0.822,0.822,0.822,0.7735001444816589,0.967539608478546,0.566483736038208,0.7744927406311035,0.7227217555046082,0.8972216248512268,0.7856918573379517,0.856266438961029,0.3623110055923462,0.8827690482139587,0.8543521761894226,0.9208833575248718,0.7753164172172546,0.8562664329535495,0.0762489044697633,0.0440159703963384,0.0002921413964358,0.0231765507839127,0.0548056155507559,0.3623110151187905,0.5475161987041036,0.0013498920086393,0.0340172786177105,0.0040534096328087,0.0129550151009378,0.8827690351295502,0.0900492767445557,0.0101732633921475,0.0014363688595231,0.0002872737719046,0.1439241597242171,0.8543521976443551,0.0,0.0077186963979416,0.0171526586620926,0.0542452830188679,0.0,0.9208833619210978
USLEEP_NSRR2022,mesa,0.869,0.782,0.9484926462173462,0.5361442565917969,0.8553601503372192,0.6663761734962463,0.9037896394729614,0.767,0.808,0.808,0.869,0.869,0.869,0.7820326089859009,0.9562186598777772,0.6697590947151184,0.8136046528816223,0.7234746813774109,0.8787963390350342,0.8083707094192505,0.9408904314041138,0.4469742476940155,0.9016334414482116,0.617631196975708,0.9302462935447692,0.7674751281738281,0.9408904337536516,0.0146248567096845,0.0326517028436194,0.0008135192101468,0.0110194874828976,0.1343119632514479,0.4469742360695027,0.3464150189734372,0.0003994407829039,0.0718993409227082,0.0185265490989688,0.0285487135010118,0.901633420063602,0.0411005107449166,0.0101908065915004,0.0028263795423956,0.0,0.3794078061911171,0.6176312247644684,0.0001345895020188,0.0143784102639728,0.017032886005014,0.0383424273705943,0.0,0.9302462763604188
USLEEP_NSRR2022,mnc_cnc,0.787,0.739,0.7766640782356262,0.4117108881473541,0.8251252174377441,0.8399481773376465,0.8401470184326172,0.755,0.767,0.717,0.787,0.787,0.787,0.73871910572052,0.6529818773269653,0.692307710647583,0.8177869915962219,0.8146443367004395,0.8551298975944519,0.7665702104568481,0.9581483602523804,0.29296875,0.8325963616371155,0.8668744564056396,0.8256802558898926,0.7552536725997925,0.958148383005707,0.0088776157260621,0.020291693088142,0.0050729232720355,0.0076093849080532,0.2962239583333333,0.29296875,0.2942708333333333,0.0013020833333333,0.115234375,0.021899347230996,0.0248473362813223,0.8325963360707518,0.091177089913666,0.0294798905032638,0.0062333036509349,0.0004452359750667,0.126447016918967,0.8668744434550312,0.0,0.0977891156462585,0.0284863945578231,0.0480442176870748,0.0,0.8256802721088435
USLEEP_NSRR2022,mnc_dhc,0.859,0.767,0.9362353086471558,0.4727685153484344,0.7720561623573303,0.7582710981369019,0.8947992324829102,0.757,0.795,0.777,0.859,0.859,0.859,0.7668260335922241,0.9576067924499512,0.4833720028400421,0.7045215368270874,0.9706284403800964,0.8608213663101196,0.7953900098800659,0.9157968163490297,0.4626202881336212,0.8539111018180847,0.6221541166305542,0.9315696358680724,0.757210373878479,0.9157968431771896,0.0049643584521384,0.0755473523421588,0.0001909368635437,0.0035005091649694,0.3042190969652109,0.462620281273131,0.1176905995558845,0.0,0.1154700222057735,0.0251712601561255,0.0801338218894376,0.8539111040305879,0.0063724709256014,0.0344113429982475,0.0021891418563922,0.0,0.3756567425569176,0.62215411558669,0.0,0.0222222222222222,0.0306878306878306,0.0155202821869488,0.0,0.9315696649029982
USLEEP_NSRR2022,mnc_ssc,0.746,0.67,0.8251094222068787,0.3229183852672577,0.788057804107666,0.5497424602508545,0.8631595969200134,0.722,0.677,0.637,0.746,0.746,0.746,0.6697975397109985,0.8759991526603699,0.4490445852279663,0.8319681882858276,0.3885779678821563,0.8373512625694275,0.676588237285614,0.7798076868057251,0.2521072924137115,0.7485501170158386,0.9393366575241088,0.8906093835830688,0.722082257270813,0.7798076923076923,0.0537980769230769,0.1149038461538461,0.0119711538461538,0.0395192307692307,0.2236270753512133,0.2521072796934865,0.4241379310344828,0.0094508301404853,0.090676883780332,0.0089818478738772,0.0254171639134895,0.7485501329480979,0.2056403492242949,0.0114105060402403,0.000872854233343,0.0,0.0596450392784405,0.9393366307826592,0.0001454757055571,0.0091575091575091,0.0074092574092574,0.0915750915750915,0.0012487512487512,0.8906093906093906
USLEEP_NSRR2022,mros,0.895,0.784,0.958825707435608,0.4757894873619079,0.8830309510231018,0.6980518102645874,0.9048721194267272,0.771,0.8,0.839,0.895,0.895,0.895,0.7841140031814575,0.9630430340766908,0.4965474009513855,0.8604916334152222,0.7665454745292664,0.9117765426635742,0.7996808290481567,0.9546450972557068,0.4566974639892578,0.906782865524292,0.6407943964004517,0.8980714678764343,0.7713983058929443,0.9546451168326756,0.0150974127670237,0.0232161874334398,0.0007266804485372,0.0063146025183236,0.1720554272517321,0.4566974595842956,0.3122113163972286,0.0,0.0590357967667436,0.0230383916011939,0.0276700861152091,0.9067828592994132,0.0320101554190825,0.010498507565101,0.0027358394974161,0.0,0.3557604620528929,0.6407944067281386,0.0007092917215523,0.0205331820760068,0.0221213840045377,0.0591605218377765,0.000113442994895,0.8980714690867839
USLEEP_NSRR2022,msp,0.849,0.763,0.9179706573486328,0.4483660161495209,0.8722550868988037,0.7200937867164612,0.857769250869751,0.748,0.787,0.777,0.849,0.849,0.849,0.7632909417152405,0.867577850818634,0.5393081903457642,0.8694767951965332,0.7912371158599854,0.8694444298744202,0.7874088883399963,0.9745783805847168,0.3836688995361328,0.8750511407852173,0.6606886386871338,0.8464034795761108,0.7480780482292175,0.9745784042285428,0.0080543669770953,0.0145985401459854,0.0005033979360684,0.002265290712308,0.2986577181208054,0.383668903803132,0.2583892617449664,0.0011185682326621,0.058165548098434,0.0368299004228618,0.0317828399945437,0.8750511526394762,0.032737689264766,0.0235984176783522,0.0064562410329985,0.0007173601147776,0.3314203730272597,0.6606886657101865,0.0007173601147776,0.0243374797187669,0.0146024878312601,0.114656571119524,0.0,0.8464034613304489
USLEEP_NSRR2022,nchsdb,0.83,0.75,0.8663328886032104,0.3659630715847015,0.84022057056427,0.8819710612297058,0.7954659461975098,0.754,0.753,0.765,0.83,0.83,0.83,0.749990701675415,0.8848394751548767,0.3089775145053863,0.8182893395423889,0.8933479189872742,0.8616055250167847,0.7534119486808777,0.8485845327377319,0.448722094297409,0.8633597493171692,0.8708802461624146,0.7387567162513733,0.7540606260299683,0.8485845542587535,0.0661162155450707,0.0482369009187981,0.0067047429848522,0.0303575862925254,0.1468780329990294,0.4487220964089291,0.3222258168877386,0.0093820769977353,0.0727919767065674,0.011815334470729,0.0352422907488986,0.8633597310992844,0.0604771969137531,0.0291054467673346,0.0056710775047258,0.0003698528807429,0.1211062710610668,0.8708802498561683,0.0019725486972959,0.045035505170051,0.0401146131805157,0.1749719696025912,0.0011212158963498,0.7387566961504921
