,,Global Accuracy,Global Macro F1,F1-W,F1-N1,F1-N2,F1-N3,F1-REM,Global Macro Recall,Global Macro Precision,Global Kappa,Global Micro F1,Global Micro Precision,Global Micro Recall,F1-mean,Precision-W,Precision-N1,Precision-N2,Precision-N3,Precision-REM,Precision-mean,Recall/Sens.-W,Recall/Sens.-N1,Recall/Sens.-N2,Recall/Sens.-N3,Recall/Sens.-REM,Recall/Sens.-mean,True W-Pred W,True W-Pred N1,True W-Pred N2,True W-Pred N3,True W-Pred REM,True N1-Pred W,True N1-Pred N1,True N1-Pred N2,True N1-Pred N3,True N1-Pred REM,True N2-Pred W,True N2-Pred N1,True N2-Pred N2,True N2-Pred N3,True N2-Pred REM,True N3-Pred W,True N3-Pred N1,True N3-Pred N2,True N3-Pred N3,True N3-Pred REM,True REM-Pred W,True REM-Pred N1,True REM-Pred N2,True REM-Pred N3,True REM-Pred REM
USLEEP_NSRR2022,sedf_sc,0.914,0.743,0.9788129329681396,0.3165297210216522,0.831246018409729,0.7292259931564331,0.8576690554618835,0.753,0.79,0.823,0.914,0.914,0.914,0.7426968216896057,0.9718725085258484,0.6947550773620605,0.7975462675094604,0.6532880067825317,0.8335890769958496,0.7902101278305054,0.98585307598114,0.2049530744552612,0.8679193258285522,0.8251399397850037,0.8831817507743835,0.7534094452857971,0.9858530723497284,0.0025680282237863,0.0062571601741914,0.0004484414906475,0.0048732977616463,0.293281293560078,0.2049530712759037,0.4270049251928259,0.0072019329058637,0.0675587770653285,0.0165046577561765,0.012787131863681,0.867919342706706,0.0781259040675808,0.0246629636058554,0.0068256768157067,0.0001533859958585,0.1674975074775673,0.825139964721221,0.0003834649896464,0.023301722469518,0.0123475904780336,0.080162570156764,0.00100638668473,0.8831817302109541
USLEEP_NSRR2022,sedf_st,0.836,0.777,0.8212172985076904,0.499744713306427,0.8775584697723389,0.7918123006820679,0.8940606713294983,0.774,0.804,0.764,0.836,0.836,0.836,0.7768786549568176,0.7103482484817505,0.6606660485267639,0.8470191359519958,0.874199628829956,0.927743434906006,0.8039953112602234,0.973095178604126,0.4018614888191223,0.9103823304176332,0.7236165404319763,0.8627380728721619,0.7743387222290039,0.9730951842640742,0.014243725977843,0.0033913633280578,0.0,0.0092697264300248,0.3624418286339994,0.4018614837120175,0.1601423487544484,0.0,0.0755543388995346,0.0140043322754521,0.0297214246133696,0.9103823484962974,0.0336506976978489,0.0122411969170318,0.0060795011691348,0.0006235385814497,0.2695245518316446,0.7236165237724084,0.0001558846453624,0.0136543298598634,0.0116181578632171,0.1119894598155467,0.0,0.8627380524613726
USLEEP_NSRR2022,shhs,0.873,0.791,0.9440558552742004,0.4662334322929382,0.8714468479156494,0.765789270401001,0.909229815006256,0.783,0.805,0.822,0.873,0.873,0.873,0.7913510203361511,0.9511775970458984,0.4713387787342071,0.8431287407875061,0.8750720620155334,0.8864969611167908,0.8054428100585938,0.9370399713516236,0.4612374305725097,0.9017331600189208,0.68077152967453,0.9331591725349426,0.7827882766723633,0.937039982058026,0.018981792974086,0.0314596203641405,0.0008155442738597,0.0117030603298876,0.1953037644427879,0.4612374207976146,0.2422661200149087,0.0,0.1011926947446887,0.0177294966415125,0.0257898664897586,0.9017331453686044,0.031611244713492,0.0231362467866323,0.0012460127591706,4.984051036682616e-05,0.3177830940988835,0.6807715311004785,0.0001495215311004,0.0103087885985748,0.013729216152019,0.0426128266033254,0.0001900237529691,0.9331591448931116
USLEEP_NSRR2022,sof,0.885,0.781,0.9603930115699768,0.4384666979312897,0.8589506149291992,0.7195822596549988,0.9273735880851746,0.765,0.811,0.829,0.885,0.885,0.885,0.7809532880783081,0.9508712887763976,0.4602352976799011,0.8242936134338379,0.9071757793426514,0.9106891751289368,0.810653030872345,0.9701074361801147,0.4186643958091736,0.8966497182846069,0.5962786674499512,0.9446808695793152,0.7652761936187744,0.9701074264362448,0.0106550677253619,0.0148879028491359,0.0001167678654834,0.0042328351237739,0.2679794520547945,0.4186643835616438,0.273972602739726,0.0,0.0393835616438356,0.0365286694708877,0.0271197697586893,0.8966496937495387,0.0205888864290458,0.0191129805918382,0.0020553872782345,0.0001081782778018,0.4008005192557334,0.5962786672436174,0.0007572479446127,0.0099696048632218,0.0055927051671732,0.0395136778115501,0.0002431610942249,0.9446808510638298
USLEEP_NSRR2022,wsc,0.8,0.726,0.8950502872467041,0.4494466483592987,0.8373202085494995,0.5531012415885925,0.896186113357544,0.78,0.73,0.708,0.8,0.8,0.8,0.7262209057807922,0.9273682236671448,0.5879456400871277,0.8960781097412109,0.39293372631073,0.8452014327049255,0.7299054265022278,0.8649089932441711,0.363758236169815,0.7857938408851624,0.9336926937103271,0.9537166357040404,0.7803740501403809,0.8649090060662622,0.0523668792450873,0.0501633224451703,0.0038108570539741,0.0287499351895058,0.1091274677065561,0.3637582256885206,0.374116500121862,0.0007311723129417,0.1522666341701194,0.0061509562527048,0.0183515805563484,0.7857938693013876,0.1783685233100984,0.0113350705794605,0.0012552610204533,0.0004430333013364,0.0618769844199955,0.9336926825666396,0.0027320386915749,0.0049077556869066,0.0059108006448146,0.0352498656636217,0.0002149382052659,0.953716639799391
USLEEP_NSRR2022,mean,0.8462500000000001,0.7672000000000001,0.9123708605766296,0.467275321483612,0.8414816856384277,0.7246752977371216,0.8902311325073242,0.77545,0.7864500000000001,0.77635,0.8462500000000001,0.8462500000000001,0.8462500000000001,0.7672067880630493,0.910996437072754,0.5726815462112427,0.821255087852478,0.7452998757362366,0.8818416595458984,0.7864148616790771,0.9203222990036012,0.4148086011409759,0.8662093877792358,0.7762705683708191,0.900377094745636,0.7755976915359497,0.92032236613121,0.0267129484013315,0.0388700043774509,0.0021122344546278,0.0119824466353796,0.1950128573347079,0.414808564772851,0.3053386682799323,0.0020404464802175,0.0827994631322912,0.0160345287530001,0.0292025420872752,0.8662094636708007,0.0701594219851199,0.0183940435038038,0.0040517234308598,0.0002848639458118,0.2187770050779279,0.7762705954327025,0.0006158121126979,0.0201696728933894,0.0165715644265299,0.0623957382361409,0.0004858918095524,0.9003771326343873
USLEEP_NSRR2022,std,0.0524192361236738,0.0537808418246536,0.0558368824422359,0.0944374054670333,0.0449488162994384,0.1398274302482605,0.0334577448666095,0.0346508524995759,0.0529234551523533,0.0702628710816144,0.0524192361236738,0.0524192361236738,0.0524192361236738,0.0538193210959434,0.0859640911221504,0.1087212488055229,0.0585185103118419,0.227084219455719,0.0313962772488594,0.0529633350670337,0.0585151389241218,0.1170554384589195,0.0549687892198562,0.118154726922512,0.050806701183319,0.034527663141489,0.0585151393960281,0.0233683402423586,0.0326310091434345,0.0030278824411023,0.0108679981128293,0.0913923135734915,0.1170554432475587,0.1273434206664156,0.0031302244865752,0.032618782723776,0.0094781109251255,0.0168966373207822,0.0549687829226217,0.0662048606338951,0.0078967774849979,0.0032640653036917,0.0003330619790401,0.1186041850772665,0.1181547221331422,0.0009174204261754,0.0206918404736261,0.0088072421721959,0.0367638086047687,0.0010821084575713,0.0508067086359521
USLEEP_NSRR2022,median,0.858,0.773,0.9271029829978944,0.4578400254249573,0.8477903604507446,0.7620301842689514,0.8979272842407227,0.766,0.7945,0.777,0.858,0.858,0.858,0.7729297876358032,0.9510244131088256,0.5772147178649902,0.827925443649292,0.8444219827651978,0.8871632814407349,0.794655978679657,0.9389652013778688,0.4328193068504333,0.8789100646972656,0.7962688207626343,0.9153035879135132,0.7664874792098999,0.9389652079058388,0.0152128224719649,0.0291620475517575,0.000770099829342,0.0079862199414205,0.18367959584726,0.4328193098155732,0.2841217180365296,0.0005653065479228,0.0751361203494318,0.0152544950158143,0.0260074054052356,0.8789100938845131,0.0358491053448413,0.0173407092160011,0.0027811095199059,0.0001307821368301,0.1973701257704459,0.7962688609885789,0.0001626675708051,0.0156825581600514,0.0140614645232823,0.0514228754519729,5.6721497447532616e-05,0.9153035737917992
USLEEP_NSRR2022,p25,0.8165,0.742,0.889804869890213,0.4078114479780197,0.8192017525434494,0.6901329010725021,0.8728548884391785,0.75475,0.7635000000000001,0.747,0.8165,0.8165,0.8165,0.7417023926973343,0.8922306597232819,0.4932535514235496,0.806040421128273,0.705363318324089,0.8593984991312027,0.7632806450128555,0.8960087150335312,0.3449754416942596,0.8485824167728424,0.675750806927681,0.8887524753808975,0.7549554109573364,0.8960087270578646,0.010210704725537,0.0142176072861475,0.0003579393975,0.0040497536340728,0.1253632637853949,0.3449754488390928,0.2306234310707841,0.0,0.0647116455019981,0.0088215483285861,0.0195678662084094,0.8485824120406289,0.0313866244849234,0.0112175013542618,0.001775214219238,0.0,0.125111830454492,0.6757508147529054,9.227929867733004e-05,0.0087978059676172,0.0121652323243295,0.0418380394053816,0.0,0.8887524755097815
USLEEP_NSRR2022,p75,0.886,0.7857500000000001,0.9592175334692,0.5045227408409119,0.8735809326171875,0.8000948280096054,0.9089613556861876,0.78075,0.8087500000000001,0.8245,0.886,0.886,0.886,0.7859232574701309,0.9629540294408798,0.6658912599086761,0.8508609384298325,0.8968048840761185,0.9054061621427536,0.8089412897825241,0.9687730371952056,0.4615831449627876,0.9066650718450546,0.8678759038448334,0.9305771291255952,0.7809776067733765,0.9687730493139122,0.0527246786645847,0.0519196262576878,0.0025524911151327,0.0144032857386994,0.2848032940617319,0.4615831359164937,0.3866218578500172,0.0023086082379493,0.1066117247157997,0.0204977959237124,0.0302367784586631,0.9066650912168356,0.0903312300368333,0.0239691930172767,0.0061179517895848,0.0004542377267683,0.3211924138309776,0.8678758950553155,0.0007113088198586,0.0224920972840461,0.0199244428624938,0.0649822767804361,0.0003574680969332,0.9305771234960636
USLEEP_NSRR2022,min,0.746,0.67,0.7766640782356262,0.3165297210216522,0.7526845335960388,0.3504468500614166,0.7954659461975098,0.722,0.677,0.637,0.746,0.746,0.746,0.6697174310684204,0.6529818773269653,0.3089775145053863,0.6608695387840271,0.2181581407785415,0.8317247033119202,0.676588237285614,0.7798076868057251,0.2049530744552612,0.7454311847686768,0.5962786674499512,0.7387567162513733,0.722082257270813,0.7798076923076923,0.0025680282237863,0.0033913633280578,0.0,0.002265290712308,0.0548056155507559,0.2049530712759037,0.1173184357541899,0.0,0.0330849478390462,0.0040534096328087,0.012787131863681,0.7454312070315899,0.0063724709256014,0.0089259551448213,0.0008486082824168,0.0,0.0596450392784405,0.5962786672436174,0.0,0.0049077556869066,0.0055927051671732,0.0155202821869488,0.0,0.7387566961504921
USLEEP_NSRR2022,max,0.92,0.866,0.9788129329681396,0.6566175222396851,0.917153000831604,0.8966226577758789,0.9327267408370972,0.864,0.869,0.89,0.92,0.92,0.92,0.8659808039665222,0.9718725085258484,0.7390007376670837,0.9057316184043884,0.9706284403800964,0.9346583485603333,0.8690069317817688,0.98585307598114,0.6459497213363647,0.9288661479949952,0.9394093751907348,0.9537166357040404,0.86358243227005,0.9858530723497284,0.0762489044697633,0.1149038461538461,0.0119711538461538,0.0395192307692307,0.3624418286339994,0.645949720670391,0.5475161987041036,0.0094508301404853,0.1522666341701194,0.0368299004228618,0.0801338218894376,0.9288661620636408,0.2221303628926986,0.0344113429982475,0.0144927536231884,0.0012345679012345,0.4008005192557334,0.939409368635438,0.0031332453825857,0.0977891156462585,0.0401146131805157,0.1749719696025912,0.0047409558792124,0.953716639799391
USLEEP_NSRR2022,NSRR_2022_mean,0.8792222222222221,0.8093333333333333,0.9463173747062684,0.5328609347343445,0.8728587031364441,0.7799108624458313,0.9148247241973876,0.7998888888888889,0.8256666666666667,0.829,0.8792222222222221,0.8792222222222221,0.8792222222222221,0.8093545436859131,0.9524564743041992,0.5818439722061157,0.8421616554260254,0.8473331928253174,0.9040964841842652,0.8255783915519714,0.9409987330436708,0.49676513671875,0.9063398838043212,0.7296444177627563,0.9260756969451904,0.7999647855758667,0.940998740890621,0.0266918094415931,0.0225573876475367,0.000862139279897,0.0088899227403521,0.1527931962803358,0.4967651321468591,0.2800023192023826,0.0004428652216733,0.069996487148749,0.0159125230619048,0.0249349626763575,0.9063398599009256,0.036827291864856,0.0159853624959557,0.0026300622226433,0.0002737365650146,0.2668766646030572,0.729644382648949,0.0005751539603356,0.0123221715311305,0.015379920733052,0.0461614064182021,6.073642689879004e-05,0.9260757648907164
USLEEP_NSRR2022,NSRR_2022_std,0.028542852773408,0.0344274599702039,0.0247309245169162,0.0863664522767067,0.026040993630886,0.0781300067901611,0.0117205614224076,0.0364261048028897,0.0303603359665205,0.0384447655734821,0.028542852773408,0.028542852773408,0.028542852773408,0.0344851128757,0.0219286754727363,0.0985673516988754,0.0380053296685218,0.0855185389518737,0.0165415462106466,0.030359786003828,0.0381052643060684,0.0929578319191932,0.0135789066553115,0.1043985411524772,0.016291594132781,0.036187682300806,0.0381052662298025,0.0228569499216192,0.0124426521878428,0.0006327754974049,0.0063865936419651,0.066797549534713,0.0929578381541607,0.1208274730167154,0.0008076449047504,0.0309713872625436,0.0102017112537782,0.0089666661546961,0.0135789193324679,0.0214591891421755,0.0057666701130433,0.0012697011322337,0.0004132805711404,0.104662171987926,0.104398541869903,0.0010000531376542,0.0052243507128877,0.0054859493297265,0.0100815004007093,9.676352331586858e-05,0.0162915896144307
USLEEP_NSRR2022,NSRR_2022_median,0.885,0.791,0.958825707435608,0.5188568234443665,0.8714468479156494,0.7830436825752258,0.9091498255729676,0.783,0.811,0.829,0.885,0.885,0.885,0.7913510203361511,0.9588308930397034,0.566483736038208,0.8431287407875061,0.8828685283660889,0.903645157814026,0.810653030872345,0.9546450972557068,0.4612374305725097,0.9066258072853088,0.7088931798934937,0.9260727167129515,0.7827882766723633,0.9546451168326756,0.0153282321769061,0.0232161874334398,0.0008135192101468,0.0063452102653685,0.1343119632514479,0.4612374207976146,0.2506706408345752,0.0,0.0718993409227082,0.0177294966415125,0.0262249443207126,0.9066258351893096,0.031611244713492,0.015568437840164,0.0021437994722955,8.245382585751979e-05,0.2859884836852207,0.708893154190659,0.0001495215311004,0.0103087885985748,0.013729216152019,0.0435384421794387,0.0,0.9260727318484964
