,,Global Accuracy,Global Macro F1,Global Micro F1,Global Macro Precision,Global Micro Precision,Global Macro Recall,Global Micro Recall,Global Kappa,F1-W,F1-N1,F1-N2,F1-N3,F1-REM,F1-mean,Precision-W,Precision-N1,Precision-N2,Precision-N3,Precision-REM,Precision-mean,Recall/Sens.-W,Recall/Sens.-N1,Recall/Sens.-N2,Recall/Sens.-N3,Recall/Sens.-REM,Recall/Sens.-mean,True W-Pred W,True W-Pred N1,True W-Pred N2,True W-Pred N3,True W-Pred REM,True N1-Pred W,True N1-Pred N1,True N1-Pred N2,True N1-Pred N3,True N1-Pred REM,True N2-Pred W,True N2-Pred N1,True N2-Pred N2,True N2-Pred N3,True N2-Pred REM,True N3-Pred W,True N3-Pred N1,True N3-Pred N2,True N3-Pred N3,True N3-Pred REM,True REM-Pred W,True REM-Pred N1,True REM-Pred N2,True REM-Pred N3,True REM-Pred REM
USLEEP_NSRR2022,mnc_dhc,0.859,0.767,0.859,0.795,0.859,0.757,0.859,0.777,0.8070122003555298,0.5861865878105164,0.7004075646400452,0.7639803290367126,0.8936127424240112,0.7502398490905762,0.7213279008865356,0.7998188734054565,0.5936839580535889,0.9895606637001038,0.8586279153823853,0.7926038503646851,0.9157968163490297,0.4626202881336212,0.8539111018180847,0.6221541166305542,0.9315696358680724,0.757210373878479,0.9157968431771896,0.0049643584521384,0.0755473523421588,0.0001909368635437,0.0035005091649694,0.3042190969652109,0.462620281273131,0.1176905995558845,0.0,0.1154700222057735,0.0251712601561255,0.0801338218894376,0.8539111040305879,0.0063724709256014,0.0344113429982475,0.0021891418563922,0.0,0.3756567425569176,0.62215411558669,0.0,0.0222222222222222,0.0306878306878306,0.0155202821869488,0.0,0.9315696649029982
USLEEP_NSRR2022,mnc_ssc,0.746,0.67,0.746,0.677,0.746,0.722,0.746,0.637,0.7711526155471802,0.3766359984874725,0.6138646006584167,0.8666875958442688,0.8764281272888184,0.7009537816047668,0.7626876831054688,0.7442681789398193,0.5202556848526001,0.8044692277908325,0.8626914024353027,0.7388744354248047,0.7798076868057251,0.2521072924137115,0.7485501170158386,0.9393366575241088,0.8906093835830688,0.722082257270813,0.7798076923076923,0.0537980769230769,0.1149038461538461,0.0119711538461538,0.0395192307692307,0.2236270753512133,0.2521072796934865,0.4241379310344828,0.0094508301404853,0.090676883780332,0.0089818478738772,0.0254171639134895,0.7485501329480979,0.2056403492242949,0.0114105060402403,0.000872854233343,0.0,0.0596450392784405,0.9393366307826592,0.0001454757055571,0.0091575091575091,0.0074092574092574,0.0915750915750915,0.0012487512487512,0.8906093906093906
USLEEP_NSRR2022,mros,0.895,0.784,0.895,0.8,0.895,0.771,0.895,0.839,0.8786393404006958,0.6002911925315857,0.6825276613235474,0.7657473087310791,0.9096099734306335,0.7673630714416504,0.8138436675071716,0.8755931854248047,0.5472003817558289,0.9512349963188172,0.9214489459991456,0.8218643069267273,0.9546450972557068,0.4566974639892578,0.906782865524292,0.6407943964004517,0.8980714678764343,0.7713983058929443,0.9546451168326756,0.0150974127670237,0.0232161874334398,0.0007266804485372,0.0063146025183236,0.1720554272517321,0.4566974595842956,0.3122113163972286,0.0,0.0590357967667436,0.0230383916011939,0.0276700861152091,0.9067828592994132,0.0320101554190825,0.010498507565101,0.0027358394974161,0.0,0.3557604620528929,0.6407944067281386,0.0007092917215523,0.0205331820760068,0.0221213840045377,0.0591605218377765,0.000113442994895,0.8980714690867839
USLEEP_NSRR2022,msp,0.849,0.763,0.849,0.787,0.849,0.748,0.849,0.777,0.8326670527458191,0.5333082675933838,0.6746430397033691,0.7795513868331909,0.8765797019004822,0.7393499612808228,0.7268309593200684,0.8743076920509338,0.5489256978034973,0.9505650997161864,0.9089871644973756,0.8019232749938965,0.9745783805847168,0.3836688995361328,0.8750511407852173,0.6606886386871338,0.8464034795761108,0.7480780482292175,0.9745784042285428,0.0080543669770953,0.0145985401459854,0.0005033979360684,0.002265290712308,0.2986577181208054,0.383668903803132,0.2583892617449664,0.0011185682326621,0.058165548098434,0.0368299004228618,0.0317828399945437,0.8750511526394762,0.032737689264766,0.0235984176783522,0.0064562410329985,0.0007173601147776,0.3314203730272597,0.6606886657101865,0.0007173601147776,0.0243374797187669,0.0146024878312601,0.114656571119524,0.0,0.8464034613304489
USLEEP_NSRR2022,nchsdb,0.83,0.75,0.83,0.753,0.83,0.754,0.83,0.765,0.8246753811836243,0.5642297863960266,0.682524561882019,0.8938680291175842,0.788855254650116,0.7508305907249451,0.802076518535614,0.7598181962966919,0.5643240213394165,0.9181023836135864,0.8462428450584412,0.7781127691268921,0.8485845327377319,0.448722094297409,0.8633597493171692,0.8708802461624146,0.7387567162513733,0.7540606260299683,0.8485845542587535,0.0661162155450707,0.0482369009187981,0.0067047429848522,0.0303575862925254,0.1468780329990294,0.4487220964089291,0.3222258168877386,0.0093820769977353,0.0727919767065674,0.011815334470729,0.0352422907488986,0.8633597310992844,0.0604771969137531,0.0291054467673346,0.0056710775047258,0.0003698528807429,0.1211062710610668,0.8708802498561683,0.0019725486972959,0.045035505170051,0.0401146131805157,0.1749719696025912,0.0011212158963498,0.7387566961504921
USLEEP_NSRR2022,sedf_sc,0.914,0.743,0.914,0.79,0.914,0.753,0.914,0.823,0.8477661609649658,0.3324975967407226,0.6810305118560791,0.8631520867347717,0.8918054103851318,0.7232503294944763,0.7436099052429199,0.8803477883338928,0.5603668093681335,0.9048355221748352,0.9005991220474243,0.7979518175125122,0.98585307598114,0.2049530744552612,0.8679193258285522,0.8251399397850037,0.8831817507743835,0.7534094452857971,0.9858530723497284,0.0025680282237863,0.0062571601741914,0.0004484414906475,0.0048732977616463,0.293281293560078,0.2049530712759037,0.4270049251928259,0.0072019329058637,0.0675587770653285,0.0165046577561765,0.012787131863681,0.867919342706706,0.0781259040675808,0.0246629636058554,0.0068256768157067,0.0001533859958585,0.1674975074775673,0.825139964721221,0.0003834649896464,0.023301722469518,0.0123475904780336,0.080162570156764,0.00100638668473,0.8831817302109541
USLEEP_NSRR2022,sedf_st,0.836,0.777,0.836,0.804,0.836,0.774,0.836,0.764,0.8214285969734192,0.5512244701385498,0.7415257692337036,0.8235703110694885,0.8803633451461792,0.7636224627494812,0.7106644511222839,0.8772959113121033,0.6255074739456177,0.9555630087852478,0.8987236618995667,0.8135509490966797,0.973095178604126,0.4018614888191223,0.9103823304176332,0.7236165404319763,0.8627380728721619,0.7743387222290039,0.9730951842640742,0.014243725977843,0.0033913633280578,0.0,0.0092697264300248,0.3624418286339994,0.4018614837120175,0.1601423487544484,0.0,0.0755543388995346,0.0140043322754521,0.0297214246133696,0.9103823484962974,0.0336506976978489,0.0122411969170318,0.0060795011691348,0.0006235385814497,0.2695245518316446,0.7236165237724084,0.0001558846453624,0.0136543298598634,0.0116181578632171,0.1119894598155467,0.0,0.8627380524613726
USLEEP_NSRR2022,shhs,0.873,0.791,0.873,0.805,0.873,0.783,0.873,0.822,0.8669761419296265,0.6069759726524353,0.7111867666244507,0.7946494221687317,0.9018903374671936,0.7763356566429138,0.8066609501838684,0.8873565793037415,0.5871213674545288,0.9542790055274964,0.872649073600769,0.8216134309768677,0.9370399713516236,0.4612374305725097,0.9017331600189208,0.68077152967453,0.9331591725349426,0.7827882766723633,0.937039982058026,0.018981792974086,0.0314596203641405,0.0008155442738597,0.0117030603298876,0.1953037644427879,0.4612374207976146,0.2422661200149087,0.0,0.1011926947446887,0.0177294966415125,0.0257898664897586,0.9017331453686044,0.031611244713492,0.0231362467866323,0.0012460127591706,4.984051036682616e-05,0.3177830940988835,0.6807715311004785,0.0001495215311004,0.0103087885985748,0.013729216152019,0.0426128266033254,0.0001900237529691,0.9331591448931116
USLEEP_NSRR2022,sof,0.885,0.781,0.885,0.811,0.885,0.765,0.885,0.829,0.84850013256073,0.5726734399795532,0.6829471588134766,0.7374085187911987,0.9408386945724488,0.7564736604690552,0.753984808921814,0.9059252142906188,0.5515046119689941,0.9660598039627076,0.9370276927947998,0.8229004144668579,0.9701074361801147,0.4186643958091736,0.8966497182846069,0.5962786674499512,0.9446808695793152,0.7652761936187744,0.9701074264362448,0.0106550677253619,0.0148879028491359,0.0001167678654834,0.0042328351237739,0.2679794520547945,0.4186643835616438,0.273972602739726,0.0,0.0393835616438356,0.0365286694708877,0.0271197697586893,0.8966496937495387,0.0205888864290458,0.0191129805918382,0.0020553872782345,0.0001081782778018,0.4008005192557334,0.5962786672436174,0.0007572479446127,0.0099696048632218,0.0055927051671732,0.0395136778115501,0.0002431610942249,0.9446808510638298
USLEEP_NSRR2022,wsc,0.8,0.726,0.8,0.73,0.8,0.78,0.8,0.708,0.8708524107933044,0.5049285292625427,0.6811664700508118,0.8821662068367004,0.887673556804657,0.7653574347496033,0.876878023147583,0.8251656889915466,0.6011272668838501,0.8360292911529541,0.8301848769187927,0.7938770651817322,0.8649089932441711,0.363758236169815,0.7857938408851624,0.9336926937103271,0.9537166357040404,0.7803740501403809,0.8649090060662622,0.0523668792450873,0.0501633224451703,0.0038108570539741,0.0287499351895058,0.1091274677065561,0.3637582256885206,0.374116500121862,0.0007311723129417,0.1522666341701194,0.0061509562527048,0.0183515805563484,0.7857938693013876,0.1783685233100984,0.0113350705794605,0.0012552610204533,0.0004430333013364,0.0618769844199955,0.9336926825666396,0.0027320386915749,0.0049077556869066,0.0059108006448146,0.0352498656636217,0.0002149382052659,0.953716639799391
USLEEP_NSRR2022,mean,0.8462500000000001,0.7672000000000001,0.8462500000000001,0.7864500000000001,0.8462500000000001,0.77545,0.8462500000000001,0.77635,0.8549500703811646,0.5491065979003906,0.6965929269790649,0.8346809148788452,0.893652617931366,0.7657966017723083,0.8039320707321167,0.8465142250061035,0.5841915011405945,0.9224456548690796,0.8885110020637512,0.809118926525116,0.9203222990036012,0.4148086011409759,0.8662093877792358,0.7762705683708191,0.900377094745636,0.7755976915359497,0.92032236613121,0.0267129484013315,0.0388700043774509,0.0021122344546278,0.0119824466353796,0.1950128573347079,0.414808564772851,0.3053386682799323,0.0020404464802175,0.0827994631322912,0.0160345287530001,0.0292025420872752,0.8662094636708007,0.0701594219851199,0.0183940435038038,0.0040517234308598,0.0002848639458118,0.2187770050779279,0.7762705954327025,0.0006158121126979,0.0201696728933894,0.0165715644265299,0.0623957382361409,0.0004858918095524,0.9003771326343873
USLEEP_NSRR2022,std,0.0524192361236738,0.0537808418246536,0.0524192361236738,0.0529234551523533,0.0524192361236738,0.0346508524995759,0.0524192361236738,0.0702628710816144,0.0405787043273448,0.1141163408756256,0.0524479933083057,0.0545130521059036,0.0348584726452827,0.0396748259663581,0.071835733950138,0.0551079362630844,0.0587154887616634,0.0568511672317981,0.0336538925766944,0.0325709320604801,0.0585151389241218,0.1170554384589195,0.0549687892198562,0.118154726922512,0.050806701183319,0.034527663141489,0.0585151393960281,0.0233683402423586,0.0326310091434345,0.0030278824411023,0.0108679981128293,0.0913923135734915,0.1170554432475587,0.1273434206664156,0.0031302244865752,0.032618782723776,0.0094781109251255,0.0168966373207822,0.0549687829226217,0.0662048606338951,0.0078967774849979,0.0032640653036917,0.0003330619790401,0.1186041850772665,0.1181547221331422,0.0009174204261754,0.0206918404736261,0.0088072421721959,0.0367638086047687,0.0010821084575713,0.0508067086359521
USLEEP_NSRR2022,median,0.858,0.773,0.858,0.7945,0.858,0.766,0.858,0.777,0.8639867305755615,0.5684516429901123,0.682737410068512,0.858200192451477,0.8987846970558167,0.7622016668319702,0.8043687343597412,0.8602524995803833,0.5715196132659912,0.9509000778198242,0.8976737856864929,0.809083104133606,0.9389652013778688,0.4328193068504333,0.8789100646972656,0.7962688207626343,0.9153035879135132,0.7664874792098999,0.9389652079058388,0.0152128224719649,0.0291620475517575,0.000770099829342,0.0079862199414205,0.18367959584726,0.4328193098155732,0.2841217180365296,0.0005653065479228,0.0751361203494318,0.0152544950158143,0.0260074054052356,0.8789100938845131,0.0358491053448413,0.0173407092160011,0.0027811095199059,0.0001307821368301,0.1973701257704459,0.7962688609885789,0.0001626675708051,0.0156825581600514,0.0140614645232823,0.0514228754519729,5.6721497447532616e-05,0.9153035737917992
USLEEP_NSRR2022,p25,0.8165,0.742,0.8165,0.7635000000000001,0.8165,0.75475,0.8165,0.747,0.823863685131073,0.4780248627066612,0.6730473190546036,0.7908749133348465,0.8822266757488251,0.7415300607681274,0.7399166375398636,0.8054611682891846,0.543559193611145,0.9020218104124068,0.8616755306720734,0.7913638353347778,0.8960087150335312,0.3449754416942596,0.8485824167728424,0.675750806927681,0.8887524753808975,0.7549554109573364,0.8960087270578646,0.010210704725537,0.0142176072861475,0.0003579393975,0.0040497536340728,0.1253632637853949,0.3449754488390928,0.2306234310707841,0.0,0.0647116455019981,0.0088215483285861,0.0195678662084094,0.8485824120406289,0.0313866244849234,0.0112175013542618,0.001775214219238,0.0,0.125111830454492,0.6757508147529054,9.227929867733004e-05,0.0087978059676172,0.0121652323243295,0.0418380394053816,0.0,0.8887524755097815
USLEEP_NSRR2022,p75,0.886,0.7857500000000001,0.886,0.8087500000000001,0.886,0.78075,0.886,0.8245,0.8799059242010117,0.6019623875617981,0.7213124781847,0.8790716975927353,0.9084200114011765,0.7713222503662109,0.8604191690683365,0.8828080892562866,0.612930417060852,0.9609918147325516,0.9089186787605286,0.82212333381176,0.9687730371952056,0.4615831449627876,0.9066650718450546,0.8678759038448334,0.9305771291255952,0.7809776067733765,0.9687730493139122,0.0527246786645847,0.0519196262576878,0.0025524911151327,0.0144032857386994,0.2848032940617319,0.4615831359164937,0.3866218578500172,0.0023086082379493,0.1066117247157997,0.0204977959237124,0.0302367784586631,0.9066650912168356,0.0903312300368333,0.0239691930172767,0.0061179517895848,0.0004542377267683,0.3211924138309776,0.8678758950553155,0.0007113088198586,0.0224920972840461,0.0199244428624938,0.0649822767804361,0.0003574680969332,0.9305771234960636
USLEEP_NSRR2022,min,0.746,0.67,0.746,0.677,0.746,0.722,0.746,0.637,0.7711526155471802,0.3324975967407226,0.60386061668396,0.7374085187911987,0.788855254650116,0.7009537816047668,0.6941624879837036,0.7442681789398193,0.5074809193611145,0.8015571236610413,0.8301848769187927,0.7388744354248047,0.7798076868057251,0.2049530744552612,0.7454311847686768,0.5962786674499512,0.7387567162513733,0.722082257270813,0.7798076923076923,0.0025680282237863,0.0033913633280578,0.0,0.002265290712308,0.0548056155507559,0.2049530712759037,0.1173184357541899,0.0,0.0330849478390462,0.0040534096328087,0.012787131863681,0.7454312070315899,0.0063724709256014,0.0089259551448213,0.0008486082824168,0.0,0.0596450392784405,0.5962786672436174,0.0,0.0049077556869066,0.0055927051671732,0.0155202821869488,0.0,0.7387566961504921
USLEEP_NSRR2022,max,0.92,0.866,0.92,0.869,0.92,0.864,0.92,0.89,0.935422956943512,0.7672007083892822,0.8254060745239258,0.9012545347213744,0.9480515122413636,0.8611013293266296,0.9264140129089355,0.9444906711578368,0.7426835894584656,0.9895606637001038,0.945159912109375,0.8770679235458374,0.98585307598114,0.6459497213363647,0.9288661479949952,0.9394093751907348,0.9537166357040404,0.86358243227005,0.9858530723497284,0.0762489044697633,0.1149038461538461,0.0119711538461538,0.0395192307692307,0.3624418286339994,0.645949720670391,0.5475161987041036,0.0094508301404853,0.1522666341701194,0.0368299004228618,0.0801338218894376,0.9288661620636408,0.2221303628926986,0.0344113429982475,0.0144927536231884,0.0012345679012345,0.4008005192557334,0.939409368635438,0.0031332453825857,0.0977891156462585,0.0401146131805157,0.1749719696025912,0.0047409558792124,0.953716639799391
USLEEP_NSRR2022,NSRR_2022_mean,0.8792222222222221,0.8093333333333333,0.8792222222222221,0.8256666666666667,0.8792222222222221,0.7998888888888889,0.8792222222222221,0.829,0.8864294290542603,0.6312494874000549,0.7218368053436279,0.8218305110931396,0.9163575768470764,0.7955406904220581,0.8410789370536804,0.8787128329277039,0.6023156046867371,0.9515097737312316,0.9072280526161194,0.8361690044403076,0.9409987330436708,0.49676513671875,0.9063398838043212,0.7296444177627563,0.9260756969451904,0.7999647855758667,0.940998740890621,0.0266918094415931,0.0225573876475367,0.000862139279897,0.0088899227403521,0.1527931962803358,0.4967651321468591,0.2800023192023826,0.0004428652216733,0.069996487148749,0.0159125230619048,0.0249349626763575,0.9063398599009256,0.036827291864856,0.0159853624959557,0.0026300622226433,0.0002737365650146,0.2668766646030572,0.729644382648949,0.0005751539603356,0.0123221715311305,0.015379920733052,0.0461614064182021,6.073642689879004e-05,0.9260757648907164
USLEEP_NSRR2022,NSRR_2022_std,0.028542852773408,0.0344274599702039,0.028542852773408,0.0303603359665205,0.028542852773408,0.0364261048028897,0.028542852773408,0.0384447655734821,0.025504395365715,0.0821933001279831,0.0554064437747001,0.0648668557405471,0.0185661911964416,0.0379287227988243,0.0553606450557708,0.048576470464468,0.0737399607896804,0.0213725809007883,0.0283589176833629,0.0220224540680646,0.0381052643060684,0.0929578319191932,0.0135789066553115,0.1043985411524772,0.016291594132781,0.036187682300806,0.0381052662298025,0.0228569499216192,0.0124426521878428,0.0006327754974049,0.0063865936419651,0.066797549534713,0.0929578381541607,0.1208274730167154,0.0008076449047504,0.0309713872625436,0.0102017112537782,0.0089666661546961,0.0135789193324679,0.0214591891421755,0.0057666701130433,0.0012697011322337,0.0004132805711404,0.104662171987926,0.104398541869903,0.0010000531376542,0.0052243507128877,0.0054859493297265,0.0100815004007093,9.676352331586858e-05,0.0162915896144307
USLEEP_NSRR2022,NSRR_2022_median,0.885,0.791,0.885,0.811,0.885,0.783,0.885,0.829,0.8837056756019592,0.6069759726524353,0.7111867666244507,0.821633517742157,0.9096099734306335,0.7763356566429138,0.8469365835189819,0.8873565793037415,0.5871213674545288,0.9542790055274964,0.9088958501815796,0.8229004144668579,0.9546450972557068,0.4612374305725097,0.9066258072853088,0.7088931798934937,0.9260727167129515,0.7827882766723633,0.9546451168326756,0.0153282321769061,0.0232161874334398,0.0008135192101468,0.0063452102653685,0.1343119632514479,0.4612374207976146,0.2506706408345752,0.0,0.0718993409227082,0.0177294966415125,0.0262249443207126,0.9066258351893096,0.031611244713492,0.015568437840164,0.0021437994722955,8.245382585751979e-05,0.2859884836852207,0.708893154190659,0.0001495215311004,0.0103087885985748,0.013729216152019,0.0435384421794387,0.0,0.9260727318484964
